Student ID,Student Name,Student ID.1,Attendance (%),Internal Marks,External Marks,Total Marks,Grade,Gender,Age,Religion/Caste,BPL Status,Parent Education Level,Family Income Range,DIKSHA Access,Digital Learning Hours,Participation in Quiz,Homework Submission Rate,Disciplinary Records,School Name,District,Student-Teacher Ratio,Electricity,Toilet Facilities,Library,Guardian Contact,Preferred Mode,Father Name,Mother Name,Class,Section,Class-Section,Teacher
S092,Dishani Kade,S092,79.93,14,23,37,F,Female,13,SC,Yes,,₹10–20k,No,10,Yes,64.75,0,Govt School ShikshaLens,Anantapur,35,Yes,Yes,Yes,9048832017,SMS,Dharmajan Ratta,Kashvi Kala,Class 2,B,Class 2-B,V.Kasi Reddy
S093,Misha Bhakta,S093,83.25,10,52,62,B,Male,10,SC,No,Primary,"<₹10,000",Yes,4,Yes,71.78,2,Govt School ShikshaLens,Anantapur,27,Yes,Yes,Yes,9076758293,WhatsApp,Trisha Atwal,Armaan Krishnamurthy,Class 2,B,Class 2-B,V.Kasi Reddy
S094,Adira Bora,S094,69.29,10,33,43,C,Male,10,General,Yes,Secondary,"<₹10,000",Yes,3,Yes,53.4,1,Govt School ShikshaLens,Anantapur,30,Yes,Yes,Yes,9574253823,WhatsApp,Mahika Sankaran,Manikya Bhat,Class 2,B,Class 2-B,V.Kasi Reddy
S095,Adira Dyal,S095,83.97,28,40,68,B,Male,11,ST,No,,₹10–20k,Yes,10,No,83.96,0,Govt School ShikshaLens,Anantapur,33,Yes,Yes,No,9663525171,SMS,Aradhya Aggarwal,Yuvaan Balakrishnan,Class 2,B,Class 2-B,V.Kasi Reddy
S096,Arhaan Chaudhary,S096,64.57,39,67,106,A+,Female,11,OBC,Yes,Secondary,₹10–20k,No,13,Yes,37.46,0,Govt School ShikshaLens,Anantapur,30,Yes,Yes,Yes,9680765558,SMS,Bhavin Saran,Anahi Tara,Class 2,B,Class 2-B,V.Kasi Reddy
S097,Stuvan Kapur,S097,66.59,11,39,50,C,Female,10,General,Yes,,"<₹10,000",No,9,Yes,35.26,1,Govt School ShikshaLens,Anantapur,33,Yes,Yes,Yes,9105972908,WhatsApp,Renee Kari,Alisha Char,Class 2,B,Class 2-B,V.Kasi Reddy
S098,Rania Dhar,S098,59.93,30,27,57,C,Male,12,SC,No,,"<₹10,000",No,7,No,80.97,2,Govt School ShikshaLens,Anantapur,55,Yes,Yes,Yes,9027237050,SMS,Renee Ram,Mamooty Rama,Class 2,B,Class 2-B,V.Kasi Reddy
S099,Anvi Vaidya,S099,31.78,21,26,47,C,Male,11,SC,Yes,,"<₹10,000",Yes,5,Yes,64.68,0,Govt School ShikshaLens,Anantapur,56,Yes,Yes,Yes,9073096440,WhatsApp,Prisha Mani,Eva Taneja,Class 2,B,Class 2-B,V.Kasi Reddy
S100,Ryan Mall,S100,37.55,35,22,57,C,Female,13,General,No,Primary,"<₹10,000",No,5,No,78.19,0,Govt School ShikshaLens,Anantapur,36,Yes,Yes,Yes,9958874080,SMS,Parinaaz Chopra,Eshani Talwar,Class 2,B,Class 2-B,V.Kasi Reddy
S101,Paige Hood,S101,82.45,20,27,47,D,Male,14,ST,No,,₹10–20k,Yes,4,Yes,77.23,1,Govt School ShikshaLens,Anantapur,38,Yes,Yes,Yes,9234760738,SMS,Tyler Rivers,Wendy Cline,Class 3,A,Class 3-A,G.Damodar Rao
S102,Brandy Chavez,S102,73.58,30,55,85,A,Male,12,General,No,,"<₹10,000",No,5,Yes,61.42,4,Govt School ShikshaLens,Anantapur,21,No,No,Yes,9231191390,WhatsApp,David Hernandez,Hailey King,Class 3,A,Class 3-A,G.Damodar Rao
S103,Lindsay Peterson DDS,S103,78.5,11,40,51,C,Male,10,ST,No,,"<₹10,000",No,11,No,82.36,1,Govt School ShikshaLens,Anantapur,41,Yes,No,Yes,9592749116,WhatsApp,Jason Montes,Angela Dorsey,Class 3,A,Class 3-A,G.Damodar Rao
S104,Ryan Morris MD,S104,38.41,37,35,72,B,Female,12,General,Yes,,>₹20k,Yes,11,No,92.07,3,Govt School ShikshaLens,Anantapur,22,Yes,No,No,9486845604,WhatsApp,Hunter Gomez,Brianna Ramirez,Class 3,A,Class 3-A,G.Damodar Rao
S105,James Becker,S105,81.26,18,58,76,B,Male,11,SC,No,,>₹20k,No,3,Yes,96.65,0,Govt School ShikshaLens,Anantapur,33,Yes,No,No,9289854268,SMS,Dr. Edwin Kelley,Mary Miller,Class 3,A,Class 3-A,G.Damodar Rao
S106,Daniel Brown,S106,66,30,21,51,C,Female,13,ST,Yes,,"<₹10,000",No,11,No,98.95,3,Govt School ShikshaLens,Anantapur,26,No,Yes,No,9424806516,WhatsApp,John Patton,Stacey Phillips,Class 3,A,Class 3-A,G.Damodar Rao
S107,Ryan Huerta,S107,91.95,12,33,45,D,Male,10,SC,Yes,,>₹20k,No,3,No,87.46,1,Govt School ShikshaLens,Anantapur,59,Yes,Yes,No,9097613238,SMS,Joseph Thomas,Dr. Jennifer Baker,Class 3,A,Class 3-A,G.Damodar Rao
S108,Aaron Watson,S108,68.3,31,23,54,C,Male,14,General,Yes,Primary,"<₹10,000",Yes,14,No,100,1,Govt School ShikshaLens,Anantapur,45,No,Yes,Yes,9731980933,WhatsApp,Jesse Conner,Jacqueline Gilbert,Class 3,A,Class 3-A,G.Damodar Rao
S109,Christine York,S109,42.32,13,33,46,D,Female,13,ST,No,Secondary,₹10–20k,No,8,Yes,59.12,4,Govt School ShikshaLens,Anantapur,35,Yes,No,Yes,9164109919,WhatsApp,James Moore,Alice Kelley,Class 3,A,Class 3-A,G.Damodar Rao
S110,Sandra Hernandez,S110,78.95,33,45,78,B,Male,10,ST,No,Secondary,₹10–20k,Yes,11,No,100,3,Govt School ShikshaLens,Anantapur,48,Yes,Yes,Yes,9091969690,WhatsApp,Dillon Rice,Debbie Wright DDS,Class 3,A,Class 3-A,G.Damodar Rao
S111,Donald Glover,S111,83.73,12,54,66,C,Male,10,General,Yes,Primary,"<₹10,000",Yes,10,No,97.75,4,Govt School ShikshaLens,Anantapur,58,Yes,No,No,9721218382,WhatsApp,Lance King,Lori Sellers,Class 3,A,Class 3-A,G.Damodar Rao
S112,Megan Aguirre,S112,84.93,18,27,45,D,Female,13,OBC,Yes,,₹10–20k,Yes,1,No,84.82,0,Govt School ShikshaLens,Anantapur,42,Yes,Yes,Yes,9760038427,SMS,Kevin Harper,Patricia Holland,Class 3,A,Class 3-A,G.Damodar Rao
S113,Nicole Johnson,S113,93.18,21,59,80,B,Male,12,ST,Yes,Secondary,₹10–20k,Yes,2,No,100,0,Govt School ShikshaLens,Anantapur,54,Yes,No,Yes,9842478695,WhatsApp,Bryan Brown,Angela Dunn,Class 3,A,Class 3-A,G.Damodar Rao
S114,William Ramirez,S114,80.42,10,24,34,D,Female,11,General,Yes,,>₹20k,No,6,No,67.1,2,Govt School ShikshaLens,Anantapur,28,No,Yes,Yes,9065082363,WhatsApp,Aaron Adams,Rebecca Vaughan,Class 3,A,Class 3-A,G.Damodar Rao
S115,Heather Heath,S115,65.78,37,32,69,C,Female,12,ST,Yes,,₹10–20k,No,14,Yes,86.66,0,Govt School ShikshaLens,Anantapur,51,No,No,Yes,9938972143,SMS,Patrick Byrd,Christine Lambert,Class 3,A,Class 3-A,G.Damodar Rao
S116,Alicia Myers,S116,63.27,16,34,50,C,Female,12,ST,Yes,Primary,>₹20k,Yes,12,Yes,88.48,3,Govt School ShikshaLens,Anantapur,32,No,No,No,9229509408,WhatsApp,James Brown,Michelle Wright,Class 3,A,Class 3-A,G.Damodar Rao
S117,Miranda Haley,S117,71.82,31,47,78,B,Male,11,General,No,,"<₹10,000",No,9,No,71.46,4,Govt School ShikshaLens,Anantapur,25,No,Yes,Yes,9318587604,SMS,Steven Irwin,Jamie Estrada,Class 3,A,Class 3-A,G.Damodar Rao
S118,Lance Murray,S118,52.76,29,49,78,B,Male,12,ST,No,,₹10–20k,No,9,Yes,75.42,3,Govt School ShikshaLens,Anantapur,44,Yes,Yes,Yes,9725003955,SMS,Anthony Holt,Valerie Garcia DVM,Class 3,A,Class 3-A,G.Damodar Rao
S119,Paula Miller,S119,64.47,34,46,80,B,Female,10,ST,Yes,Primary,>₹20k,Yes,3,Yes,73.45,4,Govt School ShikshaLens,Anantapur,22,No,Yes,No,9256287095,WhatsApp,Jose Greer,Angela Lane,Class 3,A,Class 3-A,G.Damodar Rao
S120,Eric Matthews,S120,75.08,18,56,74,B,Female,10,General,No,Secondary,"<₹10,000",Yes,2,Yes,75.31,1,Govt School ShikshaLens,Anantapur,43,Yes,Yes,No,9142224154,WhatsApp,David Owens,Nicole Woods,Class 3,A,Class 3-A,G.Damodar Rao
S121,Elaine Cox,S121,72.58,33,31,64,C,Male,11,General,No,Secondary,₹10–20k,No,2,No,88.08,0,Govt School ShikshaLens,Anantapur,56,Yes,Yes,No,9123940587,SMS,Joshua Evans,Valerie Pierce,Class 3,A,Class 3-A,G.Damodar Rao
S122,William Wheeler,S122,75.9,31,42,73,B,Male,14,SC,No,Primary,₹10–20k,No,0,Yes,100,0,Govt School ShikshaLens,Anantapur,38,No,Yes,Yes,9681057736,WhatsApp,William Gonzalez,Katelyn Jacobson,Class 3,A,Class 3-A,G.Damodar Rao
S123,Brittany Gutierrez,S123,80.07,35,51,86,A,Female,13,ST,Yes,Secondary,₹10–20k,No,6,Yes,100,2,Govt School ShikshaLens,Anantapur,36,Yes,Yes,Yes,9948228268,SMS,Jeremy Davis,Patricia Fisher,Class 3,A,Class 3-A,G.Damodar Rao
S124,James Palmer DDS,S124,62.97,29,53,82,B,Male,12,SC,Yes,Secondary,₹10–20k,Yes,14,No,100,0,Govt School ShikshaLens,Anantapur,28,No,Yes,Yes,9716114302,SMS,Joshua Roberts,Robin Farrell,Class 3,A,Class 3-A,G.Damodar Rao
S125,Robert Mitchell,S125,60.14,38,22,60,C,Female,13,OBC,Yes,,₹10–20k,Yes,11,No,68.67,2,Govt School ShikshaLens,Anantapur,55,No,No,Yes,9286480450,SMS,Jason Keller,Wendy King,Class 3,A,Class 3-A,G.Damodar Rao
S126,Paul Beck,S126,75.14,28,39,67,C,Male,13,OBC,Yes,Secondary,₹10–20k,Yes,8,No,72.69,0,Govt School ShikshaLens,Anantapur,59,Yes,Yes,Yes,9708705238,SMS,James Mitchell,Haley Mckinney,Class 3,B,Class 3-B,B.Vinod Kumar
S127,Jason Osborne,S127,84.31,10,30,40,D,Female,13,SC,No,,"<₹10,000",No,8,No,76.78,0,Govt School ShikshaLens,Anantapur,42,Yes,No,Yes,9623403479,WhatsApp,Timothy Rodriguez,Amber Miller,Class 3,B,Class 3-B,B.Vinod Kumar
S128,Wesley Castillo,S128,100,16,35,51,C,Male,11,ST,No,Secondary,>₹20k,No,8,No,87.93,3,Govt School ShikshaLens,Anantapur,21,Yes,No,Yes,9761052404,WhatsApp,Mitchell Rocha,Elizabeth Anderson,Class 3,B,Class 3-B,B.Vinod Kumar
S129,Bruce Estes,S129,90.01,32,28,60,C,Male,10,General,No,Secondary,₹10–20k,No,2,No,83.05,2,Govt School ShikshaLens,Anantapur,35,No,No,No,9432074125,WhatsApp,David Hurst,Regina Washington,Class 3,B,Class 3-B,B.Vinod Kumar
S130,Jennifer Garza,S130,84.26,20,27,47,D,Male,13,General,No,Primary,"<₹10,000",Yes,5,No,100,3,Govt School ShikshaLens,Anantapur,54,No,No,Yes,9461588882,WhatsApp,Robert Hernandez,Belinda Ramos,Class 3,B,Class 3-B,B.Vinod Kumar
S131,Megan Grant,S131,83.5,34,48,82,B,Female,11,OBC,No,Primary,₹10–20k,No,13,Yes,76.71,1,Govt School ShikshaLens,Anantapur,21,No,Yes,Yes,9722408848,WhatsApp,Zachary Mitchell,Mrs. Patricia Harris,Class 3,B,Class 3-B,B.Vinod Kumar
S132,Candice Tyler,S132,90.74,18,55,73,B,Male,10,General,Yes,,₹10–20k,Yes,3,No,100,0,Govt School ShikshaLens,Anantapur,33,No,Yes,No,9530833445,WhatsApp,Todd Reese,Julie Fuller,Class 3,B,Class 3-B,B.Vinod Kumar
S133,Randall Smith,S133,92.38,17,26,43,D,Male,12,General,Yes,,"<₹10,000",Yes,0,Yes,63.59,0,Govt School ShikshaLens,Anantapur,31,Yes,Yes,No,9143171768,WhatsApp,Daniel Holloway,Jacqueline Gray,Class 3,B,Class 3-B,B.Vinod Kumar
S134,Jacob Harrington,S134,100,31,49,80,B,Female,14,OBC,No,Primary,"<₹10,000",Yes,2,No,82.94,2,Govt School ShikshaLens,Anantapur,46,Yes,No,No,9672966010,SMS,Thomas Watkins,Connie Lee,Class 3,B,Class 3-B,B.Vinod Kumar
S135,Emily Hess,S135,75.2,37,52,89,A,Female,14,OBC,Yes,Primary,"<₹10,000",Yes,11,No,100,4,Govt School ShikshaLens,Anantapur,38,Yes,Yes,Yes,9248315126,WhatsApp,Jeffrey Oliver,Kathy Page,Class 3,B,Class 3-B,B.Vinod Kumar
S136,Joseph Dixon,S136,97.2,26,47,73,B,Male,14,General,Yes,Secondary,"<₹10,000",No,13,No,87.94,4,Govt School ShikshaLens,Anantapur,25,Yes,No,No,9971562912,SMS,Jeffrey Garza,Shannon Crawford,Class 3,B,Class 3-B,B.Vinod Kumar
S137,Jessica Mcdonald,S137,73.14,30,50,80,B,Female,12,OBC,Yes,Secondary,"<₹10,000",No,11,No,94.81,0,Govt School ShikshaLens,Anantapur,40,Yes,No,No,9521454127,SMS,Brett Roberson,Melanie Duke,Class 3,B,Class 3-B,B.Vinod Kumar
S138,Keith Knight,S138,65.86,12,37,49,D,Female,10,SC,No,Primary,₹10–20k,No,9,Yes,63.73,1,Govt School ShikshaLens,Anantapur,22,Yes,Yes,No,9145706210,WhatsApp,Christian Jones,Nicole Mcmahon,Class 3,B,Class 3-B,B.Vinod Kumar
S139,Adam Gonzalez,S139,61.74,24,41,65,C,Male,11,ST,No,Secondary,"<₹10,000",Yes,14,No,83.07,2,Govt School ShikshaLens,Anantapur,21,No,No,No,9270874491,SMS,Jimmy Garcia,Tonya Page,Class 3,B,Class 3-B,B.Vinod Kumar
S140,Paul Mcneil,S140,88.24,18,58,76,B,Female,14,ST,Yes,Secondary,₹10–20k,Yes,9,Yes,71.01,1,Govt School ShikshaLens,Anantapur,54,Yes,Yes,Yes,9256135680,SMS,James Cook,Angel Brown,Class 3,B,Class 3-B,B.Vinod Kumar
S141,Theresa Schmidt,S141,84.85,37,26,63,C,Female,10,ST,Yes,Secondary,>₹20k,No,3,No,51.28,4,Govt School ShikshaLens,Anantapur,39,Yes,No,Yes,9621358005,SMS,Jorge Fisher,Diana Wong,Class 3,B,Class 3-B,B.Vinod Kumar
S142,Stacy Phelps,S142,94.96,25,33,58,C,Female,13,OBC,No,Primary,₹10–20k,Yes,2,Yes,99.76,3,Govt School ShikshaLens,Anantapur,53,Yes,Yes,No,9572030854,WhatsApp,Douglas Nelson,Margaret Jones,Class 3,B,Class 3-B,B.Vinod Kumar
S143,Brianna Clay,S143,77.48,31,44,75,B,Female,11,ST,No,,"<₹10,000",No,14,Yes,62.88,4,Govt School ShikshaLens,Anantapur,41,No,Yes,No,9189125618,WhatsApp,Steven Bernard,Jasmine Stokes,Class 3,B,Class 3-B,B.Vinod Kumar
S144,Shane Anderson,S144,68.78,29,25,54,C,Female,12,OBC,No,Primary,>₹20k,No,11,No,81.6,4,Govt School ShikshaLens,Anantapur,52,No,No,Yes,9805817775,WhatsApp,Cody Steele,Ashley Hatfield,Class 3,B,Class 3-B,B.Vinod Kumar
S145,Steven Smith,S145,66.88,21,24,45,D,Female,13,SC,Yes,Secondary,"<₹10,000",Yes,5,No,95.54,4,Govt School ShikshaLens,Anantapur,51,No,No,No,9945236377,WhatsApp,Rick Roman,Ashley Oconnor,Class 3,B,Class 3-B,B.Vinod Kumar
S146,Deborah Burnett,S146,100,32,59,91,A,Male,13,General,Yes,,>₹20k,No,12,No,100,1,Govt School ShikshaLens,Anantapur,49,No,No,Yes,9099915275,WhatsApp,John Watson,Mary Carlson,Class 3,B,Class 3-B,B.Vinod Kumar
S147,Aimee Davis,S147,73.39,28,47,75,B,Male,11,OBC,Yes,Secondary,>₹20k,No,6,No,70.28,1,Govt School ShikshaLens,Anantapur,56,No,No,No,9290894296,WhatsApp,Gerald Franklin,Holly Hernandez,Class 3,B,Class 3-B,B.Vinod Kumar
S148,Angela Medina,S148,100,10,20,30,D,Female,11,General,Yes,Primary,₹10–20k,No,13,Yes,66.45,0,Govt School ShikshaLens,Anantapur,59,Yes,No,No,9778017216,WhatsApp,Victor Cook,Kimberly Moore,Class 3,B,Class 3-B,B.Vinod Kumar
S149,Linda King,S149,77.76,38,58,96,A,Male,14,General,No,,"<₹10,000",Yes,5,No,91.56,4,Govt School ShikshaLens,Anantapur,22,No,Yes,Yes,9594164665,WhatsApp,Shane Ayala,Alexandra Odom,Class 3,B,Class 3-B,B.Vinod Kumar
S150,Michael Payne,S150,64.04,14,41,55,C,Male,10,OBC,Yes,,>₹20k,No,12,No,54.4,3,Govt School ShikshaLens,Anantapur,24,No,Yes,Yes,9271096600,WhatsApp,Anthony Pope,Nicole Smith,Class 3,B,Class 3-B,B.Vinod Kumar
S151,John Hayes,S151,70.79,39,24,63,C,Male,13,ST,No,Secondary,₹10–20k,Yes,9,Yes,67.92,1,Govt School ShikshaLens,Anantapur,40,Yes,Yes,Yes,9599226355,WhatsApp,Christopher Wall,Kelly Bowen,Class 4,A,Class 4-A,A.Sailaja Kondeti
S152,Joshua Huynh,S152,55.58,39,56,95,A,Male,11,OBC,No,Secondary,"<₹10,000",No,9,No,77.9,4,Govt School ShikshaLens,Anantapur,55,Yes,Yes,No,9709129316,SMS,Robert Cohen,Jodi Dunlap,Class 4,A,Class 4-A,A.Sailaja Kondeti
S153,Craig Saunders,S153,73.07,35,38,73,B,Male,11,General,Yes,Primary,₹10–20k,Yes,0,Yes,70.69,4,Govt School ShikshaLens,Anantapur,23,No,No,Yes,9248545713,WhatsApp,Patrick Collins,Kristen King,Class 4,A,Class 4-A,A.Sailaja Kondeti
S154,Brandy Ramos,S154,83.52,11,47,58,C,Female,12,OBC,Yes,Primary,₹10–20k,No,3,Yes,82.96,3,Govt School ShikshaLens,Anantapur,54,Yes,Yes,No,9887588450,SMS,Dr. Joseph Warren PhD,Deborah Morgan,Class 4,A,Class 4-A,A.Sailaja Kondeti
S155,Tiffany Kim,S155,65.77,28,56,84,B,Male,13,ST,Yes,Secondary,>₹20k,No,2,No,100,0,Govt School ShikshaLens,Anantapur,52,No,No,No,9537377910,WhatsApp,Nicholas Johnson,Theresa Christensen,Class 4,A,Class 4-A,A.Sailaja Kondeti
S156,Colleen Paul,S156,57.83,38,32,70,B,Female,13,ST,Yes,Secondary,>₹20k,No,14,No,91.83,1,Govt School ShikshaLens,Anantapur,54,Yes,Yes,No,9618740490,SMS,Harold Riley,Destiny Thomas,Class 4,A,Class 4-A,A.Sailaja Kondeti
S157,Katherine Medina,S157,93.45,38,45,83,B,Male,11,OBC,No,Secondary,₹10–20k,No,9,No,54.18,1,Govt School ShikshaLens,Anantapur,26,No,No,No,9344733679,SMS,Michael Rose,Ebony Evans,Class 4,A,Class 4-A,A.Sailaja Kondeti
S158,Jason Maldonado,S158,80.36,22,30,52,C,Male,14,SC,No,Primary,"<₹10,000",No,7,No,66.14,3,Govt School ShikshaLens,Anantapur,44,Yes,No,No,9347112584,SMS,Melvin Adams,Teresa Hughes,Class 4,A,Class 4-A,A.Sailaja Kondeti
S159,Lauren Schaefer,S159,65.55,19,56,75,B,Female,10,ST,No,Secondary,₹10–20k,Yes,7,No,97.54,2,Govt School ShikshaLens,Anantapur,54,Yes,Yes,No,9589720101,SMS,David Juarez,Valerie Bell,Class 4,A,Class 4-A,A.Sailaja Kondeti
S160,Steven Porter,S160,48.18,16,51,67,C,Female,14,OBC,No,,₹10–20k,Yes,11,Yes,55.59,0,Govt School ShikshaLens,Anantapur,32,No,Yes,Yes,9903452470,SMS,Jon Miller,Cynthia Brown,Class 4,A,Class 4-A,A.Sailaja Kondeti
S161,Dylan White,S161,62.06,39,36,75,B,Female,10,ST,Yes,Secondary,>₹20k,No,13,No,95.81,3,Govt School ShikshaLens,Anantapur,44,No,Yes,No,9591916368,SMS,Justin Riley,Taylor Vazquez,Class 4,A,Class 4-A,A.Sailaja Kondeti
S162,Phyllis Cardenas,S162,85.23,26,55,81,B,Female,13,General,Yes,,"<₹10,000",No,12,No,73.79,0,Govt School ShikshaLens,Anantapur,38,No,No,No,9929066493,SMS,Jonathon Coleman,Kathy Jackson,Class 4,A,Class 4-A,A.Sailaja Kondeti
S163,Valerie Ashley,S163,70.93,23,50,73,B,Female,13,OBC,No,Secondary,>₹20k,No,2,No,67.74,1,Govt School ShikshaLens,Anantapur,35,Yes,No,Yes,9919136931,WhatsApp,Edgar Wells,Michelle Mason,Class 4,A,Class 4-A,A.Sailaja Kondeti
S164,Samantha Wilson,S164,48.12,34,40,74,B,Male,13,SC,No,Primary,"<₹10,000",No,4,Yes,71.06,0,Govt School ShikshaLens,Anantapur,58,Yes,No,Yes,9938654765,WhatsApp,Michael Lin,Karen Perkins,Class 4,A,Class 4-A,A.Sailaja Kondeti
S165,Michael Thomas,S165,74.82,16,33,49,D,Male,11,OBC,Yes,Primary,₹10–20k,No,4,Yes,62.05,2,Govt School ShikshaLens,Anantapur,42,No,No,No,9697756796,SMS,Henry Watkins,Judith Michael,Class 4,A,Class 4-A,A.Sailaja Kondeti
S166,Steven Perry,S166,100,24,31,55,C,Female,10,OBC,No,Primary,>₹20k,No,9,Yes,88.09,1,Govt School ShikshaLens,Anantapur,36,No,Yes,Yes,9465973314,SMS,Devin Jones,Crystal Hinton,Class 4,A,Class 4-A,A.Sailaja Kondeti
S167,Adriana Zuniga,S167,68.5,27,46,73,B,Male,11,OBC,Yes,Primary,"<₹10,000",Yes,1,Yes,84.08,4,Govt School ShikshaLens,Anantapur,48,No,No,No,9462446417,SMS,Marcus Wade,Mary Padilla,Class 4,A,Class 4-A,A.Sailaja Kondeti
S168,Matthew Long,S168,53.28,29,36,65,C,Male,10,OBC,Yes,,₹10–20k,Yes,12,No,51.85,3,Govt School ShikshaLens,Anantapur,55,Yes,Yes,No,9684944881,WhatsApp,Andrew Mason,Miss Stephanie Rogers,Class 4,A,Class 4-A,A.Sailaja Kondeti
S169,Amy Fernandez,S169,64.22,38,58,96,A,Female,12,SC,Yes,Secondary,"<₹10,000",Yes,9,Yes,75.73,1,Govt School ShikshaLens,Anantapur,38,No,No,No,9490523712,WhatsApp,Thomas Ferguson,Lisa Aguilar,Class 4,A,Class 4-A,A.Sailaja Kondeti
S170,Henry Clayton,S170,74.71,22,47,69,C,Male,11,OBC,No,,₹10–20k,No,3,No,59.95,3,Govt School ShikshaLens,Anantapur,27,Yes,No,No,9008695125,SMS,Kevin Pierce,Heather Terry,Class 4,A,Class 4-A,A.Sailaja Kondeti
S171,Joseph Craig,S171,79.84,10,22,32,D,Female,14,SC,Yes,Primary,"<₹10,000",Yes,11,Yes,63.46,0,Govt School ShikshaLens,Anantapur,44,Yes,Yes,No,9846764061,WhatsApp,Warren Brown,Samantha Williams,Class 4,A,Class 4-A,A.Sailaja Kondeti
S172,Lisa Mendez,S172,69.85,15,51,66,C,Male,14,SC,Yes,,"<₹10,000",No,12,No,89.15,4,Govt School ShikshaLens,Anantapur,35,Yes,No,No,9891713190,SMS,Michael Medina,Vicki Carpenter,Class 4,A,Class 4-A,A.Sailaja Kondeti
S173,John Liu,S173,78.36,14,55,69,C,Female,12,OBC,No,Primary,"<₹10,000",Yes,2,No,80.25,3,Govt School ShikshaLens,Anantapur,37,Yes,No,No,9096961971,WhatsApp,Gary Flores,Stephanie Deleon,Class 4,A,Class 4-A,A.Sailaja Kondeti
S174,Steven Harris,S174,67.92,24,50,74,B,Male,10,SC,Yes,Secondary,"<₹10,000",No,4,No,68.88,2,Govt School ShikshaLens,Anantapur,35,Yes,No,Yes,9665233376,WhatsApp,Robert Chandler,Tamara Craig MD,Class 4,A,Class 4-A,A.Sailaja Kondeti
S175,Eric Fuentes,S175,80.5,19,51,70,B,Male,13,ST,No,Primary,"<₹10,000",No,7,Yes,84.19,3,Govt School ShikshaLens,Anantapur,27,Yes,No,No,9124683417,SMS,Micheal Gonzalez,Alicia Jennings,Class 4,A,Class 4-A,A.Sailaja Kondeti
S176,Tony Owens,S176,81.94,17,47,64,C,Male,13,General,No,Secondary,"<₹10,000",No,4,Yes,59.18,0,Govt School ShikshaLens,Anantapur,55,No,No,No,9035128844,WhatsApp,Scott Patton,Jenna Levine,Class 4,B,Class 4-B, R.Rama Murthy
S177,David Stevens,S177,46.31,29,32,61,C,Male,13,OBC,No,,"<₹10,000",Yes,12,No,87.25,4,Govt School ShikshaLens,Anantapur,54,No,No,Yes,9131167999,WhatsApp,Kenneth Morris,Karen Ramirez,Class 4,B,Class 4-B, R.Rama Murthy
S178,Victoria Hicks,S178,86.13,11,29,40,D,Male,11,General,Yes,,"<₹10,000",Yes,10,Yes,100,4,Govt School ShikshaLens,Anantapur,24,Yes,Yes,Yes,9352788129,SMS,Logan Hebert,Linda Stafford,Class 4,B,Class 4-B, R.Rama Murthy
S179,David Marsh,S179,73.9,10,37,47,D,Male,10,SC,Yes,,>₹20k,No,10,Yes,74.36,4,Govt School ShikshaLens,Anantapur,45,Yes,Yes,No,9848239575,SMS,Patrick Johnson,Sonia Campbell,Class 4,B,Class 4-B, R.Rama Murthy
S180,Gregory Frye,S180,80.11,36,32,68,C,Female,10,ST,Yes,Secondary,₹10–20k,Yes,1,No,78.27,0,Govt School ShikshaLens,Anantapur,54,No,No,No,9551085057,SMS,Jose Watson,Elizabeth Daniel,Class 4,B,Class 4-B, R.Rama Murthy
S181,Nicole Allen,S181,78.28,14,50,64,C,Female,14,General,Yes,Primary,>₹20k,No,5,No,70.31,2,Govt School ShikshaLens,Anantapur,42,No,No,No,9736691577,SMS,Todd Mitchell,Dr. Heather Hernandez,Class 4,B,Class 4-B, R.Rama Murthy
S182,Lisa Gibson,S182,68.25,23,28,51,C,Female,10,OBC,Yes,,"<₹10,000",Yes,2,Yes,92.46,4,Govt School ShikshaLens,Anantapur,32,No,No,No,9487173220,WhatsApp,Gregory Shepherd,Pamela Smith MD,Class 4,B,Class 4-B, R.Rama Murthy
S183,Laura Hanson,S183,80,17,51,68,C,Male,11,ST,Yes,Secondary,"<₹10,000",Yes,11,No,74.84,1,Govt School ShikshaLens,Anantapur,53,No,No,Yes,9335596237,WhatsApp,Jordan Harris,Amber Henderson,Class 4,B,Class 4-B, R.Rama Murthy
S184,Jennifer Jacobson,S184,94.13,27,31,58,C,Female,10,SC,No,,>₹20k,No,5,Yes,78.17,3,Govt School ShikshaLens,Anantapur,24,Yes,No,Yes,9799496315,WhatsApp,Ryan Kim,Robin Wright,Class 4,B,Class 4-B, R.Rama Murthy
S185,Jack Rodgers,S185,66.55,32,34,66,C,Male,14,ST,No,Primary,₹10–20k,No,4,No,100,1,Govt School ShikshaLens,Anantapur,30,No,No,No,9111240259,SMS,Peter Wise,Jamie Powell,Class 4,B,Class 4-B, R.Rama Murthy
S186,Anthony Nelson,S186,68.5,37,53,90,A,Male,11,OBC,Yes,,"<₹10,000",No,1,Yes,73.15,1,Govt School ShikshaLens,Anantapur,49,No,Yes,No,9031088245,SMS,Eric Ortega,Vanessa Nguyen,Class 4,B,Class 4-B, R.Rama Murthy
S187,Kimberly Carrillo,S187,61.97,11,57,68,C,Female,10,SC,No,Secondary,₹10–20k,Yes,7,Yes,82.33,3,Govt School ShikshaLens,Anantapur,49,Yes,Yes,Yes,9801131404,SMS,Justin Mata,Deanna Washington,Class 4,B,Class 4-B, R.Rama Murthy
